gene,alias
SNORD90,HBII-295
SNORD91A,HBII-296a
SNORD91B,HBII-296b
SNORD92,HBII-316
SNORD93,HBII-336
SNORD94,U94
SNORD95,U95
SNORD96A,U96A
SNORD96B,U96b
SNORD97,U97
SNORD98,HBII-419
SNORD99,HBII-420
SNRK,HSNFRK
SNRNP200,ASCC3L1|BRR2|HELIC2|RP33|U5-200KD
SNRNP25,C16orf33
SNRNP27,27K|RY1
SNRNP35,HM-1|U1SNRNPBP
SNRNP40,40K|HPRP8BP|PRP8BP|PRPF8BP|SPF38|WDR57
SNRNP48,C6orf151|dJ336K20B.1|dJ512B11.2
SNRNP70,RNPU1Z|RPU1|SNRP70|Snp1|U1-70K|U170K|U1AP|U1RNP
SNRPA,Mud1|U1-A|U1A
SNRPA1,Lea1|U2A'
SNRPB,CCMS|COD|SNRPB1|Sm-B/B'|SmB/B'|SmB/SmB'|snRNP-B
SNRPB2,Msl1|U2B''
SNRPC,U1C|Yhc1
SNRPD1,HsT2456|SMD1|SNRPD|Sm-D1
SNRPD2,SMD2|SNRPD1|Sm-D2
SNRPD2P1,SNRPD2P|bA478K7.1
SNRPD3,SMD3|Sm-D3
SNRPE,HYPT11|SME|Sm-E|snRNP-E
SNRPEP2,SNRPEL1|bA390F4.4
SNRPF,SMF|Sm-F|snRNP-F
SNRPFP1,dJ1041C10.2
SNRPG,SMG|Sm-G
SNRPGP1,SNRPGP
SNRPGP2,HsT2742
SNRPN,HCERN3|PWCR|RT-LI|SM-D|SMN|SNRNP-N|SNURF-SNRPN|sm-N
SNTA1,LQT12|SNT1|TACIP1|dJ1187J4.5
SNTB1,59-DAP|A1B|BSYN2|DAPA1B|SNT2|SNT2B1|TIP-43
SNTB2,D16S2531E|EST25263|SNT2B2|SNT3|SNTL
SNTG1,G1SYN|SYN4
SNTG2,G2SYN|SYN5
SNTN,S100A1L|S100AL|sentan
SNU13,15.5K|FA-1|FA1|NHP2L1|NHPX|OTK27|SNRNP15-5|SPAG12|SSFA1
SNUPN,KPNBL|RNUT1|Snurportin1
SNURFL,CXorf19
SNW1,Bx42|FUN20|NCOA-62|PRPF45|Prp45|SKIIP|SKIP|SKIP1
SNX1,HsT17379|VPS5
SNX10,OPTB8
SNX13,RGS-PX1
SNX14,RGS-PX2|SCAR20
SNX15,HSAF001435
SNX18,SH3PX2|SH3PXD3B|SNAG1
SNX18P5,SNX18P6
SNX19,CHET8
SNX19P1,SNX19P
SNX2,TRG-9
SNX20,SLIC1
SNX21,C20orf161|PP3993|SNX-L|dJ337O18.4
SNX24,PRO1284|SBBI31
SNX25,MSTP043|SBBI31
SNX27,MRT1|MY014
SNX29,A-388D4.1|RUNDC2A
SNX29P1,RUNDC2B|RUNDC2L
SNX29P2,RUNDC2C
SNX3,Grd19|MCOPS8|SDP3
SNX30,ATG24A
SNX32,SNX6B
SNX33,SH3PX3|SH3PXD3C|SNX30
SNX4,ATG24B
SNX6,MSTP010|TFAF2
SNX8,Mvp1
SNX9,SDP1|SH3PX1|SH3PXD3A|WISP
SOAT1,ACACT|ACAT|ACAT-1|ACAT1|SOAT|STAT
SOAT2,ACACT2|ACAT2|ARGP2
SOBP,JXC1|MRAMS
SOCS1,CIS1|CISH1|JAB|SOCS-1|SSI-1|SSI1|TIP-3|TIP3
SOCS2,CIS2|Cish2|SOCS-2|SSI-2|SSI2|STATI2
SOCS3,ATOD4|CIS3|Cish3|SOCS-3|SSI-3|SSI3
SOCS4,SOCS7
SOCS5,CIS6|CISH6|Cish5|SOCS-5
SOCS6,CIS-4|CIS4|HSPC060|SOCS-4|SOCS-6|SOCS4|SSI4|STAI4|STATI4
SOCS7,NAP4|NCKAP4
SOD1,ALS|ALS1|HEL-S-44|IPOA|SOD|hSod1|homodimer
SOD2,IPO-B|IPOB|MNSOD|MVCD6|Mn-SOD
SOD3,EC-SOD
SOGA1,C20orf117|KIAA0889|SOGA
SOGA3,C6orf174|dJ403A15.3
SOHLH1,C9orf157|NOHLH|ODG5|SPATA27|TEB2|bA100C15.3|bHLHe80
SOHLH2,SOSF2|SPATA28|TEB1|bHLHe81
SON,BASS1|C21orf50|DBP-5|NREBP|SON3|TOKIMS
SORBS1,CAP|FLAF2|R85FL|SH3D5|SH3P12|SORB1
SORBS2,ARGBP2|PRO0618
SORBS3,SCAM-1|SCAM1|SH3D4
SORCS1,hSorCS
SORCS3,SORCS
SORD,HEL-S-95n|SORD1
SORD2P,SORD2
SORL1,C11orf32|LR11|LRP9|SORLA|SorLA-1|gp250
SORT1,Gp95|LDLCQ6|NT3|NTR3
SOS1,GF1|GGF1|GINGF|HGF|NS4|SOS-1
SOS2,NS9|SOS-2
SOST,CDD|DAND6|SOST1|VBCH
SOSTDC1,CDA019|DAND7|ECTODIN|USAG1
SOWAHA,ANKRD43
SOWAHB,ANKRD56
SOWAHC,ANKRD57|C2orf26
SOWAHD,ANKRD58
SOX1-OT,LINC00403
SOX10,DOM|PCWH|WS2E|WS4|WS4C
SOX11,MRD27
SOX12,SOX22
SOX13,ICA12|Sox-13
SOX14,SOX28
SOX15,SOX20|SOX26|SOX27
SOX17,VUR3
SOX18,HLTRS|HLTS
SOX2,ANOP3|MCOPS3
SOX2-OT,NCRNA00043|SOX2OT
SOX21,SOX25
SOX3,GHDX|MRGH|PHP|PHPX|SOXB
SOX4,EVI16
SOX5,L-SOX5|L-SOX5B|L-SOX5F|LAMSHF
SOX5P1,SOX29|SOX5P
SOX6,HSSOX6|SOXD
SOX9,CMD1|CMPD1|SRA1|SRXX2|SRXY10
SP100,lysp100b
SP110,IFI41|IFI75|IPR1|VODI
SP140,LYSP100|LYSP100-A|LYSP100-B
SP3,SPR2
SP4,HF1B|SPR-1
SP6,EPFN|EPIPROFIN|KLF14
SP7,OI11|OI12|OSX|osterix
SP8,BTD
SP9,ZNF990
SPA17,CT22|SP17|SP17-1
SPA17P1,Sp17-2
SPAAR,LINC00961|SPAR
SPACA1,SAMP32
SPACA3,ALLP17|CT54|LYC3|LYZC|LYZL3|SLLP1
SPACA4,SAMP14
SPACA5,LYC5|LYZL5|PNPK6288|SLLP-X|SLLP2|UNQ6288
SPACA5B,LYZL5B
SPACA6,LET7EH|LINC00085|NCRNA00085|SPACA6P
SPACA6P-AS,LINC01129
SPACA7,C13orf28
SPACA9,C9orf9|Mast
SPAG1,CILD28|CT140|HEL-S-268|HSD-3.8|SP75|TPIS
SPAG11A,EDDM2A|HE2
SPAG11B,EDDM2B|EP2|EP2C|EP2D|HE2|HE2C|SPAG11
SPAG16,PF20|WDR29
SPAG17,CT143|PF6
SPAG4,CT127|SUN4
SPAG5,DEEPEST|MAP126|hMAP126
SPAG6,CT141|Repro-SA-1|pf16
SPAG7,ACRP|FSA-1
SPAG8,BS-84|CILD28|CT142|HSD-1|SMP1|SPAG3|hSMP-1
SPAG9,CT89|HLC-6|HLC4|HLC6|JIP-4|JIP4|JLP|PHET|PIG6
SPAM1,HEL-S-96n|HYA1|HYAL1|HYAL3|HYAL5|PH-20|PH20|SPAG15
SPANXA1,CT11.1|NAP-X|SPAN-X|SPAN-Xa|SPAN-Xb|SPANX|SPANX-A
SPANXA2,CT11.1|SPANX|SPANX-A|SPANXA
SPANXA2-OT1,CXorf18
SPANXB1,B1|CT11.2|SPANX-B|SPANXB|SPANXB2|SPANXF1|SPANXF2
SPANXC,C|CT11.3|CTp11|SPANX-C|SPANX-E|SPANXE
SPANXD,CT11.4|SPANX-C|SPANX-D|SPANX-E|SPANXE|dJ171K16.1
SPANXN1,CT11.6
SPANXN2,CT11.7|SPANX-N2
SPANXN3,CT11.8|SPANX-N3
SPANXN4,CT11.9
SPANXN5,CT11.10|SPANX-N5
SPARC,BM-40|OI17|ON
SPARCL1,MAST 9|MAST9|PIG33|SC1
SPART,SPG20|TAHCCP1
SPART-AS1,C13orf43|SPG20-AS1|SPG20OS
SPAST,ADPSP|FSP2|SPG4
SPATA1,SP-2|SPAP1
SPATA12,SRG5
SPATA13,ARHGEF29|ASEF2
SPATA16,NYD-SP12|SPGF6
SPATA17,IQCH|MSRG-11|MSRG11
SPATA18,Mieap|SPETEX1
SPATA19,CT132|SPAS1|spergen1
SPATA2,PD1|PPP1R145|tamo
SPATA20,HEL-S-98|SSP411|Tisp78
SPATA21,spergen-2|spergen2
SPATA22,NYD-SP20|NYDSP20
SPATA24,CCDC161|T6441
SPATA25,C20orf165|TSG23|dJ337O18.8
SPATA2L,C16orf76|tamo
SPATA3,TSARG1
SPATA31A1,C9orf36|C9orf36A|FAM75A1|FAM75A2|SPATA31A2
SPATA31A3,FAM75A3
SPATA31A5,FAM75A5
SPATA31A6,FAM75A6
SPATA31A7,AEP1|C9orf36|C9orf36A|FAM75A4|FAM75A7|SPATA31A4
SPATA31B1P,C9orf36B|FAM75B|SPATA31B1
SPATA31C1,FAM75C1|SPATA31C2
SPATA31C2,FAM75C2
SPATA31D1,FAM75D1
SPATA31D2P,FAM75D2P
SPATA31D3,FAM75D3
SPATA31D4,FAM75D4
SPATA31D5P,FAM75D5|FAM75D5P
SPATA31E1,C9orf79|FAM75E1
SPATA31E2P,FAM75E2P
SPATA31E3P,FAM75E3P
SPATA32,AEP2|C17orf46|TEX34|VAD1.2
SPATA33,C16orf55
SPATA4,SPEF1B|TSARG2
SPATA41,HSD47
SPATA42,AKNAD1-AS1|SRG7
SPATA45,C1orf227
SPATA46,C1orf111|HSD20
SPATA48,C7orf72
SPATA5,AFG2|EHLMRS|SPAF
SPATA6,HASH|SRF-1|SRF1
SPATA6L,C9orf68|bA6J24.2
SPATA7,HEL-S-296|HSD-3.1|HSD3|LCA3
SPATA8,SRG8
SPATA9,NYD-SP16
SPATC1,SPATA15
SPATC1L,C21orf56
SPATS1,DDIP|SPATA8|SRSP1
SPATS2,Nbla00526|P59SCR|SCR59|SPATA10
SPATS2L,DNAPTP6|SGNP
SPAX3,ARSAL
SPC24,SPBC24
SPC25,AD024|SPBC25|hSpc25
SPCS1,HSPC033|SPC1|SPC12|YJR010C-A
SPCS2P1,SPCS2P
SPCS3,PRO3567|SPC22/23|SPC3|YLR066W
SPDEF,PDEF|bA375E1.3
SPDL1,CCDC99
SPDYA,RINGO3|RINGOA|SPDY1|SPY1
SPDYC,RINGOC|Ringo2
SPDYE1,Ringo1|SPDYB2L2|SPDYE|WBSCR19
SPDYE2,SPDYB2-L1
SPDYE2B,SPDYE2L
SPDYE3,SPDYB2
SPECC1,CYTSB|HCMOGT-1|HCMOGT1|NSP
SPECC1L,CYTSA|GBBB2|OBLFC1
SPEF1,C20orf28|CLAMP|SPEF1A
SPEF2,CT122|KPL2
SPEG,APEG-1|APEG1|BPEG|CNM5|SPEGalpha|SPEGbeta
SPEM1,C17orf83
SPEM2,C17orf74
SPEN,HIAA0929|MINT|RBM15C|SHARP
SPERT,CBY2|NURIT
SPESP1,ESP|SP-ESP
SPG11,ALS5|CMT2X|KIAA1840
SPG16,SPG
SPG21,ACP33|BM-019|GL010|MAST
SPG32,SPG29
SPG7,CAR|CMAR|PGN|SPG5C
SPGF2,ASG
SPHK1,SPHK
SPHK2,SK 2|SK-2|SPK 2|SPK-2
SPHKAP,SKIP
SPI1,OF|PU.1|SFPI1|SPI-1|SPI-A
SPIB,SPI-B
SPIC,SPI-C
SPICE1,CCDC52|SPICE
SPIDR,KIAA0146
SPIN1,SPIN|TDRD24
SPIN2A,DXF34|SPIN2|TDRD25|dJ323P24.1
SPIN2B,SPIN-2|SPIN-2B|SPIN2_duplicate|TDRD26|dJ323P24.2
SPIN3,SPIN-3|TDRD27|bA445O16.1
SPIN4,TDRD28
SPINDOC,C11orf84|SPIN-DOC
SPINK1,PCTT|PSTI|Spink3|TATI|TCP
SPINK13,HBVDNAPTP1|HESPINTOR|LiESP6|SPINK5L3
SPINK14,SPINK5L2
SPINK2,HUSI-II
SPINK4,HEL136|PEC-60|PEC60
SPINK5,LEKTI|LETKI|NETS|NS|VAKTI
SPINK6,BUSI2|UNQ844
SPINK7,ECG2|ECRG2
SPINK9,LEKTI2
SPINT1,HAI|HAI1|MANSC2
SPINT2,DIAR3|HAI-2|HAI2|Kop|PB
SPINT3,HKIB9
SPINT4,C20orf137|SPINT3|dJ601O1.1
SPINT5P,C20orf168|dJ447F3.6
SPIRE1,Spir-1
SPIRE2,Spir-2
SPN,CD43|GALGP|GPL115|LSN
SPNS1,HSpin1|LAT|PP2030|SPIN1|SPINL|nrs
SPO11,CT35|SPATA43|TOPVIA
SPOCD1,PPP1R146
SPOCK1,SPOCK|TESTICAN|TIC1
SPOCK2,testican-2
SPOCK3,HSAJ1454|TES-3|TICN3
SPON1,VSGP/F-spondin|f-spondin
SPON1-AS1,L19.1|RP11-21
SPON2,DIL-1|DIL1|M-SPONDIN|MINDIN
SPOP,BTBD32|TEF2
SPOPL,BTBD33
SPOUT1,C9orf114|CENP-32|CENP32|HSPC109
SPP1,BNSP|BSPI|ETA-1|OPN
SPP2,SPP-24|SPP24
SPPL2A,IMP3|PSL2
SPPL2B,IMP-4|IMP4|PSH4|PSL1
SPPL2C,IMP5
SPPL3,IMP2|MDHV1887|PRO4332|PSH1|PSL4
SPPM,SPMD
SPR,SDR38C1
SPRED1,NFLS|PPP1R147|hSpred1|spred-1
SPRED2,Spred-2
SPRED3,Eve-3|spred-3
SPRN,SHADOO|SHO|bA108K14.1
SPRR1A,SPRK
SPRR1B,CORNIFIN|GADD33|SPR-IB|SPRR1
SPRTN,C1orf124|DVC1|PRO4323|spartan
SPRY1,hSPRY1
SPRY2,IGAN3|hSPRY2
SPRY3,spry-3
SPRY4,HH17
SPRY4-AS1,THCAT68
SPRY4-IT1,SPRIGHTLY
SPRYD7,C13orf1|CLLD6
SPSB1,SSB-1|SSB1
SPSB2,GRCC9|SSB2
SPSB3,C16orf31|SSB3
SPSB4,SSB-4|SSB4
SPTA1,EL2|HPP|HS3|SPH3|SPTA
SPTAN1,EIEE5|NEAS|SPTA2
SPTB,EL3|HS2|HSPTB1|SPH2
SPTBN1,ELF|HEL102|SPTB2|betaSpII
SPTBN2,GTRAP41|SCA5|SCAR14
SPTBN4,CMND|QV|SPNB4|SPTBN3
SPTBN5,BSPECV|HUBSPECV|HUSPECV
SPTLC1,HSAN1|HSN1|LBC1|LCB1|SPT1|SPTI
SPTLC2,HSN1C|LCB2|LCB2A|NSAN1C|SPT2|hLCB2a
SPTLC3,C20orf38|LCB 3|LCB2B|LCB3|SPT 3|SPT3|SPTLC2L|dJ718P11|dJ718P11.1|hLCB2b
SPTSSA,C14orf147|SSSPTA
SPTSSB,ADMP|C3orf57|SSSPTB
SPTY2D1,Spt2
SPTY2D1OS,SPTY2D1-AS1
SPX,C12orf39
SPZ1,NYD-TSP1|PPP1R148
SQOR,CGI-44|PRO1975|SQR|SQRDL
SQSTM1,A170|DMRV|FTDALS3|NADGP|OSIL|PDB3|ZIP3|p60|p62|p62B
SRA1,SRA|SRAP|STRAA1|pp7684
SRARP,C1orf64|ERRF
SRC,ASV|SRC1|THC6|c-SRC|p60-Src
SRCAP,DOMO1|EAF1|FLHS|SWR1
SRCIN1,P140|SNIP
SRD5A1,S5AR 1
SRD5A1P1,SRD5AP1
SRD5A3,CDG1P|CDG1Q|KRIZI|SRD5A2L|SRD5A2L1
SREBF1,SREBP1|bHLHd1
SREBF2,SREBP-2|SREBP2|bHLHd2
SREK1,SFRS12|SRrp508|SRrp86
SREK1IP1,P18SRP|SFRS12IP1
SRF,MCM1
SRFBP1,BUD22|P49|Rlb1|STRAP|p49/STRAP
SRGAP1,ARHGAP13|NMTC2
SRGAP2,ARHGAP34|FNBP2|SRGAP2A|SRGAP3
SRGAP2B,SRGAP2L|SRGAP2P2
SRGAP2C,SRGAP2P1
SRGAP3,ARHGAP14|MEGAP|SRGAP2|WRP
SRGN,PPG|PRG|PRG1
SRI,CP-22|CP22|SCN|V19
SRIP1,SRIL
SRM,PAPT|SPDSY|SPS1|SRML1
SRMP1,dJ1057D4.1
SRMS,C20orf148|PTK70|SRM|dJ697K14.1
SRP14,ALURBP
SRP68P1,SRPSMCR
SRP68P2,SRPSMCR
SRP68P3,SRPSMCR
SRP72,BMFF|BMFS1|HEL103
SRP72P2,dJ274L14.2
SRP9,ALURBP
SRP9P1,SRP9L1
SRPK1,SFRSK1
SRPK2,SFRSK2
SRPK2P,SRPK2ps
SRPK3,MSSK-1|MSSK1|STK23
SRPRA,DP|SRPR|Sralpha
SRPRB,APMCF1
SRPX,DRS|ETX1|HEL-S-83p|SRPX1
SRPX2,BPP|CBPS|PMGX|RESDX|SRPUL
SRR,ILV1|ISO1
SRRD,HC/HCC|SRR1L
SRRM1,160-KD|POP101|SRM160
SRRM1P1,SRRM1L|SRRM1P
SRRM2,300-KD|CWF21|Cwc21|HSPC075|SRL300|SRm300
SRRM4,KIAA1853|MU-MB-2.76|nSR100
SRRM5,ZNF576
SRRT,ARS2|ASR2|serrate
SRSF1,ASF|SF2|SF2p33|SFRS1|SRp30a
SRSF10,FUSIP1|FUSIP2|NSSR|PPP1R149|SFRS13|SFRS13A|SRp38|SRrp40|TASR|TASR1|TASR2
SRSF10P1,FUSIP1P|HsT2687|SFRS13AP1
SRSF10P2,FUSIP1P2|SFRS13AP2|dJ836E8.1|pFUSIP1
SRSF11,NET2|SFRS11|dJ677H15.2|p54
SRSF12,SFRS13B|SFRS19|SRrp35
SRSF2,PR264|SC-35|SC35|SFRS2|SFRS2A|SRp30b
SRSF3,SFRS3|SRp20
SRSF4,SFRS4|SRP75
SRSF5,HRS|SFRS5|SRP40
SRSF6,B52|HEL-S-91|SFRS6|SRP55
SRSF7,9G8|AAG3|SFRS7
SRSF8,DSM-1|SFRS2B|SRP46
SRSF9,SFRS9|SRp30c
SRSF9P1,SFRS9P1
SRXN1,C20orf139|Npn3|SRX|SRX1
SRXX2,DEL17q24.3|DUP17q24.3
SRY,SRXX1|SRXY1|TDF|TDY
SS18,SSXT|SYT
SS18L1,CREST|LP2261
SS18L2,KIAA-iso
SSAV1,GLV
SSB,LARP3|La|La/SSB
SSBP1,Mt-SSB|SOSS-B1|SSBP|mtSSB
SSBP2,HSPC116|SOSS-B2
SSBP3,CSDP|SSDP|SSDP1
SSBP3-AS1,C1orf191|MST128|MSTP128
SSC4D,S4D-SRCRB|SRCRB-S4D|SRCRB4D
SSC5D,S5D-SRCRB
SSFA2,CS-1|CS1|KRAP|SPAG13
SSH1,SSH1L
SSH2,SSH-2|SSH-2L
SSH3,SSH3L
SSMEM1,C7orf45
SSNA1,N14|NA-14|NA14
SSPN,DAGA5|KRAG|NSPN|SPN1|SPN2
SSR1,TRAPA
SSR2,HSD25|TLAP|TRAP-BETA|TRAPB
SSR3,TRAPG
SSR4,CDG1Y|TRAPD
SSR4P1,C21orf122|PRED57|PRED90
SSRP1,FACT|FACT80|T160
SSSCA1,p27
SST,SMST
SSTR1,SRIF-2|SS-1-R|SS1-R|SS1R
SSTR3,SS-3-R|SS3-R|SS3R|SSR-28
SSTR4,SS-4-R|SS4-R|SS4R
SSTR5,SS-5-R
SSU72,HSPC182|PNAS-120
SSUH2,C3orf32|SSU-2|fls485
SSX1,CT5.1|SSRC
SSX2,CT5.2|CT5.2A|HD21|HOM-MEL-40|SSX
SSX2B,CT5.2|CT5.2b|HOM-MEL-40|SSX
SSX2IP,ADIP|hMsd1
SSX3,CT5.3
SSX4,CT5.4
SSX4B,CT5.4
SSX6,SSX6P|SSXP2|dJ54B20.1|psiSSX2
SSX9,SSX9P
SSXP1,psiSSX1
SSXP10,psiSSX10
SSXP3,psiSSX3
SSXP4,SSX10|psiSSX4
SSXP5,psiSSX5
SSXP6,psiSSX6
SSXP7,psiSSX7
SSXP8,psiSSX8
SSXP9,psiSSX9
ST11,PETS1
ST13,AAG2|FAM10A1|FAM10A4|HIP|HOP|HSPABP|HSPABP1|P48|PRO0786|SNC6
ST13P3,FAM10A3|FAM10A3P
ST13P4,FAM10A4|FAM10A4P
ST13P5,FAM10A5
ST13P6,FAM10A6|FAM10A6P
ST13P7,FAM10A7|FAM10A7P
ST14,ARCI11|HAI|MT-SP1|MTSP1|PRSS14|SNC19|TADG15|TMPRSS14
ST18,NZF3|ZC2H2C3|ZC2HC10|ZNF387
ST20,HCCS-1
ST20-AS1,C15orf37
ST3,CCTS|TSHL
ST3GAL1,"Gal-NAc6S|SIAT4A|SIATFL|ST3GalA|ST3GalA.1|ST3GalIA|ST3GalIA,1|ST3O"
ST3GAL2,Gal-NAc6S|SIAT4B|ST3GALII|ST3GalA.2
ST3GAL3,EIEE15|MRT12|SIAT6|ST3GALII|ST3Gal III|ST3GalIII|ST3N
ST3GAL4,CGS23|NANTA3|SAT3|SIAT4|SIAT4C|ST-4|ST3GalA.2|ST3GalIV|STZ|gal-NAc6S
ST3GAL5,SATI|SIAT9|SIATGM3S|SPDRS|ST3Gal V|ST3GalV
ST3GAL6,SIAT10|ST3GALVI
ST5,DENND2B|HTS1|p126
ST6GAL1,SIAT1|ST6GalI|ST6N
ST6GAL2,SIAT2|ST6GalII
ST6GALNAC1,HSY11339|SIAT7A|ST6GalNAcI|STYI
ST6GALNAC2,SAITL1|SIAT7|SIAT7B|SIATL1|ST6GalNAII|STHM
ST6GALNAC3,PRO7177|SIAT7C|ST6GALNACIII|STY
ST6GALNAC4,IV|SIAT3-C|SIAT3C|SIAT7-D|SIAT7D|ST6GALNACIV|ST6GalNAc
ST6GALNAC5,SIAT7-E|SIAT7E|ST6GalNAcV
ST6GALNAC6,SIAT7-F|SIAT7F|ST6GALNACVI
ST7,ETS7q|FAM4A|FAM4A1|HELG|RAY1|SEN4|TSG7
ST7-AS1,ST7AS1|ST7OT1
ST7-AS2,ST7AS2|ST7OT2
ST7-OT3,NCRNA00026|ST7|ST7OT3
ST7-OT4,NCRNA00042|ST7OT4
ST7L,FAM4B|ST7R|STLR
ST8,OVC|OVCS
ST8SIA1,GD3S|SIAT8|SIAT8-A|SIAT8A|ST8SiaI
ST8SIA2,HsT19690|SIAT8-B|SIAT8B|ST8SIA-II|ST8SiaII|STX
ST8SIA3,SIAT8C|ST8SiaIII
ST8SIA4,PST|PST1|SIAT8D|ST8SIA-IV
ST8SIA5,SIAT8-E|SIAT8E|ST8SiaV
ST8SIA6,SIA8F|SIAT8-F|SIAT8F|ST8SIA-VI|ST8SiaVI
STAB1,CLEVER-1|FEEL-1|FELE-1|FEX1|SCARH2|STAB-1
STAB2,FEEL2|FELE-2|FELL2|FEX2|HARE|SCARH1
STAC,STAC1
STAC2,24b2|24b2/STAC2
STAC3,NAM
STAG1,MRD47|SA1|SCC3A
STAG2,SA-2|SA2|SCC3B|bA517O1.1
STAG3L1,STAG3L1P|STAG3L2|STAG3L3
STAG3L2,STAG3L1|STAG3L2P|STAG3L3
STAG3L3,STAG3L1|STAG3L2|STAG3L3P
STAG3L4,STAG3L4P
STAG3L5P-PVRIG2P-PILRB,LOC101735302-LOC101752334-PILRB
STAM,STAM-1|STAM1
STAM-AS1,locus3182
STAM2,Hbp|STAM2A|STAM2B
STAMBP,AMSH|MICCAP
STAMBPL1,ALMalpha|AMSH-FP|AMSH-LP|bA399O19.2
STAP1,BRDG1|STAP-1
STAP2,BKS
STAR,STARD1
STARD10,CGI-52|NY-CO-28|PCTP2|SDCCAG28
STARD13,ARHGAP37|DLC2|GT650|LINC00464
STARD13-AS,STARD13-AS2
STARD3,CAB1|MLN64|es64
STARD3NL,MENTHO
STARD7,GTT1
STARD8,ARHGAP38|DLC3|STARTGAP3
STARD9,KIF16A
STARP1,STARD1P1
STAT1,CANDF7|IMD31A|IMD31B|IMD31C|ISGF-3|STAT91
STAT2,IMD44|ISGF-3|P113|STAT113
STAT3,ADMIO|ADMIO1|APRF|HIES
STAT4,SLEB11
STAT5A,MGF|STAT5
STAT5B,STAT5
STAT6,D12S1644|IL-4-STAT|STAT6B|STAT6C
STATH,STR
STAU1,PPP1R150|STAU
STAU2,39K2|39K3
STBD1,GENEX3414|GENX-3414
STC1,STC
STC2,STC-2|STCRP
STEAP1,PRSS24|STEAP
STEAP2,IPCA1|PCANAP1|PUMPCn|STAMP1|STMP
STEAP3,AHMIO2|STMP3|TSAP6|dudlin-2|dudulin-2|pHyde
STEAP4,STAMP2|SchLAH|TIARP|TNFAIP9
STH,MAPTIT
STIL,MCPH7|SIL
STIM1,D11S4896E|GOK|IMD10|STRMK|TAM|TAM1
STIMATE,TMEM110
STIN2-VNTR,5HTT-VNTR2|5HTTVNTR|STin2.10|STin2.12|STin2.9|VNTR2
STIP1,HEL-S-94n|HOP|IEF-SSP-3521|P60|STI1|STI1L
STK10,LOK|PRO2729
STK11,LKB1|PJS|hLKB1
STK11IP,LIP1|LKB1IP|STK11IP1
STK16,KRCT|MPSK|PKL12|PSK|TSF1|hPSK
STK16P1,STK16P
STK17A,DRAK1
STK17B,DRAK2
STK19,D6S60|D6S60E|G11|HLA-RP1|RP1
STK19B,RP2|STK19P|bPG116M5.10
STK24,HEL-S-95|MST3|MST3B|STE20|STK3
STK25,SOK1|YSK1
STK26,MASK|MST4
STK3,KRS1|MST2
STK31,SGK396|TDRD8
STK32A,YANK1
STK32B,HSA250839|STK32|STKG6|YANK2
STK32C,PKE|YANK3
STK33P1,STK33P|STK33ps
STK35,CLIK1|STK35L1
STK36,FU
STK38,NDR|NDR1
STK38L,NDR2
STK39,DCHT|PASK|SPAK
STK4,KRS2|MST1|YSK3
STK40,SHIK|SgK495
STKLD1,C9orf96|SgK071|Sk521
STMN1,C1orf215|LAP18|Lag|OP18|PP17|PP19|PR22|SMN
STMN2,SCG10|SCGN10
STMN3,SCLIP
STMN4,RB3
STMP1,C7orf73|PL-5283
STN1,AAF-44|AAF44|OBFC1|RPA-32|bA541N10.2
STOM,BND7|EPB7|EPB72
STOML1,SLP-1|STORP|hUNC-24
STOML2,HSPC108|SLP-2
STOML3,Epb7.2l|SRO
STON1,SALF|SBLF|STN1|STNB1
STON1-GTF2A1L,SALF
STON2,STN2|STNB|STNB2
STOX1,C10orf24
STPG1,C1orf201|MAPO2
STPG2,C4orf37
STPG3,C9orf173
STPG3-AS1,C9orf173-AS1
STPG4,C2orf61|GSE
STRA6,MCOPCB8|MCOPS9|PP14296
STRADA,LYK5|NY-BR-96|PMSE|STRAD|Stlk
STRADB,ALS2CR2|CALS-21|ILPIP|ILPIPA|PAPK|PRO1038
STRADBP1,ALS2CR2P1|STLK6ps1
STRAP,MAWD|PT-WD|UNRIP
STRBP,HEL162|ILF3L|SPNR|p74
STRC,DFNB16
STRCP1,STRCP
STRIP1,FAM40A|FAR11A
STRIP2,FAM40B|FAR11B
STRN,PPP2R6A|SG2NA|STRN1
STRN3,PPP2R6B|S/G2NA|SG2NA
STRN4,PPP2R6C|ZIN|zinedin
STS,ARSC|ARSC1|ASC|ES|SSDD|XLI
STSP1,STS-Y|STSP
STT3A,ITM1|STT3-A|TMC
STT3B,CDG1X|SIMP|STT3-B
STUB1,CHIP|HSPABP2|NY-CO-7|SCAR16|SDCCAG7|UBOX1
STUM,C1orf95
STX10,SYN10|hsyn10
STX11,FHL4|HLH4|HPLH4
STX12,STX13|STX14
STX16,SYN16
STX18,Ufe1
STX1A,HPC-1|P35-1|STX1|SYN1A
STX1B,GEFSP9|STX1B1|STX1B2
STX2,EPIM|EPM|STX2A|STX2B|STX2C
STX3,STX3A
STX4,STX4A|p35-2
STX5,SED5|STX5A
STX8,CARB
STXBP1,MUNC18-1|NSEC1|P67|RBSEC1|UNC18
STXBP2,FHL5|Hunc18b|MUNC18-2|UNC18-2|UNC18B|pp10122
STXBP3,MUNC18-3|MUNC18C|PSP|UNC-18C
STXBP4,Synip
STXBP5,LGL3|LLGL3|Nbla04300
STXBP5L,LLGL4
STXBP6,HSPC156|amisyn
STYK1,NOK|SuRTK106
